Unnamed: 0,t[s],x_fl,y_fl,z_fl,x_fr,y_fr,z_fr,x_bl,y_bl,z_bl,x_br,y_br,z_br,xd_fl,yd_fl,zd_fl,xd_fr,yd_fr,zd_fr,xd_bl,yd_bl,zd_bl,xd_br,yd_br,zd_br,Fx_fl,Fy_fl,Fz_fl,Fx_fr,Fy_fr,Fz_fr,Fx_bl,Fy_bl,Fz_bl,Fx_br,Fy_br,Fz_br
0.0,0.0,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24500000000000421,0.002500000000000001,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4900000000000063,0.005000000000000002,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7350000000000069,0.007500000000000001,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9800000000000062,0.01,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2250000000000048,0.0125,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4700000000000033,0.015000000000000001,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7150000000000027,0.017500000000000005,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9600000000000022,0.019999999999999997,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.205000000000003,0.0225,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.450000000000005,0.025,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.695000000000007,0.0275,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9400000000000084,0.03,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.185000000000008,0.0325,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4300000000000073,0.035,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.675000000000005,0.0375,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9200000000000044,0.04,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1650000000000045,0.0425,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.410000000000006,0.045,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.655000000000008,0.0475,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.90000000000001,0.05,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.14500000000001,0.0525,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3900000000000095,0.055,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.63500000000001,0.0575,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.880000000000007,0.06,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.125000000000006,0.0625,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3700000000000045,0.065,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.615000000000005,0.0675,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.860000000000004,0.07,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.105000000000003,0.0725,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.350000000000005,0.075,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.595000000000007,0.0775,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
