Unnamed: 0,t[s],x_fl,y_fl,z_fl,x_fr,y_fr,z_fr,x_bl,y_bl,z_bl,x_br,y_br,z_br,xd_fl,yd_fl,zd_fl,xd_fr,yd_fr,zd_fr,xd_bl,yd_bl,zd_bl,xd_br,yd_br,zd_br,Fx_fl,Fy_fl,Fz_fl,Fx_fr,Fy_fr,Fz_fr,Fx_bl,Fy_bl,Fz_bl,Fx_br,Fy_br,Fz_br
7.840000000000008,0.08,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.08500000000001,0.0825,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.330000000000009,0.085,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.575000000000008,0.08750000000000001,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.820000000000007,0.09,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.065000000000005,0.0925,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.310000000000002,0.095,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.555000000000001,0.0975,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.800000000000002,0.1,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.045000000000002,0.10250000000000001,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.290000000000003,0.105,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.535000000000004,0.1075,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.780000000000006,0.11,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.025000000000007,0.1125,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.270000000000005,0.115,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.515000000000006,0.11750000000000001,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.760000000000003,0.12,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.005000000000003,0.1225,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.250000000000005,0.125,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.495000000000006,0.1275,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.74000000000001,0.13,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.98500000000001,0.1325,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.230000000000011,0.135,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.47500000000001,0.1375,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.72000000000001,0.14,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.965000000000009,0.14250000000000002,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.210000000000004,0.145,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.455000000000007,0.1475,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.700000000000008,0.15,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.945000000000011,0.1525,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.19000000000001,0.155,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.43500000000001,0.1575,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.68000000000001,0.16,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.925000000000008,0.1625,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.170000000000005,0.165,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.415000000000006,0.1675,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.660000000000004,0.17,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.905000000000005,0.17250000000000001,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.150000000000006,0.17500000000000002,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.395000000000003,0.1775,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.640000000000004,0.18,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.88500000000001,0.1825,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.13000000000001,0.185,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.37500000000001,0.1875,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.620000000000008,0.19,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.86500000000001,0.1925,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.110000000000007,0.195,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.355000000000004,0.1975,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.6,0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.845000000000006,0.2025,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.090000000000003,0.20500000000000002,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.335000000000004,0.20750000000000002,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.580000000000005,0.21,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.825000000000006,0.2125,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.07000000000001,0.215,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.315000000000012,0.2175,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.56000000000001,0.22,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.80500000000001,0.2225,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.050000000000004,0.225,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.295000000000005,0.2275,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.540000000000003,0.23,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.785,0.2325,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.030000000000005,0.23500000000000001,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.275000000000002,0.23750000000000002,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.520000000000007,0.24,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.765000000000004,0.2425,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.010000000000005,0.245,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
