,Unnamed: 0,t[s],q_bl1,q_bl2,q_bl3,q_br1,q_br2,q_br3,q_fl1,q_fl2,q_fl3,q_fr1,q_fr2,q_fr3,qd_bl1,qd_bl2,qd_bl3,qd_br1,qd_br2,qd_br3,qd_fl1,qd_fl2,qd_fl3,qd_fr1,qd_fr2,qd_fr3,Tau_bl1,Tau_bl2,Tau_bl3,Tau_br1,Tau_br2,Tau_br3,Tau_fl1,Tau_fl2,Tau_fl3,Tau_fr1,Tau_fr2,Tau_fr3
213,74.54999999999993,0.5325,-0.0,0.9085288274209627,-1.9225326645900047,-0.0,0.9085288274209627,-1.9225326645900047,0.0,0.7756685937328506,-1.7807160440466967,0.0,0.7756685937328506,-1.7807160440466967,-0.0,4.048958181044403,-3.177940902912983,-0.0,4.048958181044403,-3.177940902912983,0.0,3.913694677816701,-3.673896227090785,0.0,3.913694677816701,-3.673896227090785,-0.0,-0.438671404002471,0.7094397743531641,-0.0,-0.438671404002471,0.7094397743531641,0.0,-1.4447065913428565,1.7042032595118422,0.0,-1.4447065913428565,1.7042032595118422
214,74.89999999999996,0.535,-0.0,0.9183680512281664,-1.930344383125722,-0.0,0.9183680512281664,-1.930344383125722,0.0,0.7851038081755028,-1.789576862487112,0.0,0.7851038081755028,-1.789576862487112,-0.0,4.011109453956581,-3.166485564843494,-0.0,4.011109453956581,-3.166485564843494,0.0,3.8613265701419226,-3.6249106685776296,0.0,3.8613265701419226,-3.6249106685776296,-0.0,-0.4400487897829973,0.70588867536358,-0.0,-0.4400487897829973,0.70588867536358,0.0,-1.4622793045198583,1.7084757172125813,0.0,-1.4622793045198583,1.7084757172125813
215,75.24999999999996,0.5375,-0.0,0.9281124014309,-1.9381332458230696,-0.0,0.9281124014309,-1.9381332458230696,0.0,0.7944084915222066,-1.7983251376405005,0.0,0.7944084915222066,-1.7983251376405005,-0.0,3.973037319918343,-3.156210444033619,-0.0,3.973037319918343,-3.156210444033619,0.0,3.8087740967103385,-3.577729442947684,0.0,3.8087740967103385,-3.577729442947684,-0.0,-0.4410534532661588,0.7024905392435151,-0.0,-0.4410534532661588,0.7024905392435151,0.0,-1.479592378309122,1.713079240678679,0.0,-1.479592378309122,1.713079240678679
216,75.59999999999997,0.54,-0.0,0.9377616676731558,-1.945902389816038,-0.0,0.9377616676731558,-1.945902389816038,0.0,0.8035821023993588,-1.8069645064318167,0.0,0.8035821023993588,-1.8069645064318167,-0.0,3.9347484039409126,-3.14710533019598,-0.0,3.9347484039409126,-3.14710533019598,0.0,3.756010327049662,-3.532259419875448,0.0,3.756010327049662,-3.532259419875448,-0.0,-0.4416382717202596,0.6992159194577977,-0.0,-0.4416382717202596,0.6992159194577977,0.0,-1.4966330638588934,1.718012625962836,0.0,-1.4966330638588934,1.718012625962836
217,75.94999999999996,0.5425,-0.0,0.9473159132011384,-1.9536551553375416,-0.0,0.9473159132011384,-1.9536551553375416,0.0,0.8126240845649473,-1.8154981061126247,0.0,0.8126240845649473,-1.8154981061126247,-0.0,3.896355738166702,-3.139253957076501,-0.0,3.896355738166702,-3.139253957076501,0.0,3.703028817128058,-3.4882932518713408,0.0,3.703028817128058,-3.4882932518713408,-0.0,-0.4419193385657785,0.6960966576483614,-0.0,-0.4419193385657785,0.6960966576483614,0.0,-1.5132031054894095,1.7230659261974803,0.0,-1.5132031054894095,1.7230659261974803
218,76.29999999999998,0.545,-0.0,0.9567752113580834,-1.9613948843015072,-0.0,0.9567752113580834,-1.9613948843015072,0.0,0.8215338732310347,-1.8239290364741303,0.0,0.8215338732310347,-1.8239290364741303,-0.0,3.857962568311864,-3.132732143191835,-0.0,3.857962568311864,-3.132732143191835,0.0,3.6498228252118143,-3.445639693646968,0.0,3.6498228252118143,-3.445639693646968,-0.0,-0.4420041400829904,0.6931614907933036,-0.0,-0.4420041400829904,0.6931614907933036,0.0,-1.5291144963048138,1.7280444244749062,0.0,-1.5291144963048138,1.7280444244749062
219,76.64999999999998,0.5475,-0.0,0.9661396784190164,-1.9691249146098408,-0.0,0.9661396784190164,-1.9691249146098408,0.0,0.830310851923402,-1.8322602015217704,0.0,0.830310851923402,-1.8322602015217704,-0.0,3.819604208055347,-3.127560205526947,-0.0,3.819604208055347,-3.127560205526947,0.0,3.59638232125152,-3.4042149616751454,0.0,3.59638232125152,-3.4042149616751454,-0.0,-0.4419354843040037,0.6904156548651181,-0.0,-0.4419354843040037,0.6904156548651181,0.0,-1.544255617635149,1.7328621783005276,0.0,-1.544255617635149,1.7328621783005276
220,77.0,0.55,-0.0,0.975409447020067,-1.97684858263549,-0.0,0.975409447020067,-1.97684858263549,0.0,0.838954384470435,-1.84049443064795,0.0,0.838954384470435,-1.84049443064795,-0.0,3.78129008249777,-3.12373730969538,-0.0,3.78129008249777,-3.12373730969538,0.0,3.54269602203618,-3.36397622559799,0.0,3.54269602203618,-3.36397622559799,-0.0,-0.441731530686232,0.687855429714133,-0.0,-0.441731530686232,0.687855429714133,0.0,-1.55854396200233,1.73747469859451,0.0,-1.55854396200233,1.73747469859451
221,77.35,0.5525,-0.0,0.9845846469876892,-1.9845692164151136,-0.0,0.9845846469876892,-1.9845692164151136,0.0,0.8474638306554513,-1.8486345434806444,0.0,0.8474638306554513,-1.8486345434806444,-0.0,3.7430276014983472,-3.1212615471146896,-0.0,3.7430276014983472,-3.1212615471146896,0.0,3.4887539562301004,-3.3248865004339776,0.0,3.4887539562301004,-3.3248865004339776,-0.0,-0.4414050169762185,0.6854781742766399,-0.0,-0.4414050169762185,0.6854781742766399,0.0,-1.5719146152935464,1.7418476994682794,0.0,-1.5719146152935464,1.7418476994682794
222,77.70000000000002,0.555,-0.0,0.993665396780815,-1.992290110652268,-0.0,0.993665396780815,-1.992290110652268,0.0,0.8558385342366019,-1.8566833211776104,0.0,0.8558385342366019,-1.8566833211776104,-0.0,3.704816317797709,-3.1201268789646948,-0.0,3.704816317797709,-3.1201268789646948,0.0,3.434551409866153,-3.286931860241076,0.0,3.434551409866153,-3.286931860241076,-0.0,-0.4409471881602907,0.6832856343534289,-0.0,-0.4409471881602907,0.6832856343534289,0.0,-1.5843728076351165,1.7459873813934643,0.0,-1.5843728076351165,1.7459873813934643
223,78.05000000000001,0.5575,-0.0,1.0026518120238928,-2.0000145517076944,-0.0,1.0026518120238928,-2.0000145517076944,0.0,0.864077834954819,-1.8646435352124344,0.0,0.864077834954819,-1.8646435352124344,-0.0,3.666653822074856,-3.120326235953207,-0.0,3.666653822074856,-3.120326235953207,0.0,3.3800849834261526,-3.25010413838132,0.0,3.3800849834261526,-3.25010413838132,-0.0,-0.4403439266404372,0.6812806504297418,-0.0,-0.4403439266404372,0.6812806504297418,0.0,-1.595941282638771,1.7499100605970652,0.0,-1.595941282638771,1.7499100605970652
224,78.40000000000003,0.56,-0.0,1.0115440120993016,-2.0077458210980152,-0.0,1.0115440120993016,-2.0077458210980152,0.0,0.8721810670010994,-1.8725179232177844,0.0,0.8721810670010994,-1.8725179232177844,-0.0,3.628538831755722,-3.121853609201296,-0.0,3.628538831755722,-3.121853609201296,0.0,3.325351331641065,-3.2143923966630417,0.0,3.325351331641065,-3.2143923966630417,-0.0,-0.4395865025215752,0.6794650309009342,-0.0,-0.4395865025215752,0.6794650309009342,0.0,-1.6066313161370973,1.7536290892900606,0.0,-1.6066313161370973,1.7536290892900606
225,78.75000000000003,0.5625,-0.0,1.0203421262502896,-2.015487187628799,-0.0,1.0203421262502896,-2.015487187628799,0.0,0.8801475500033155,-1.8803091340272209,0.0,0.8801475500033155,-1.8803091340272209,-0.0,3.590473020867972,-3.124705772371108,-0.0,3.590473020867972,-3.124705772371108,0.0,3.2703472515925154,-3.179778424294027,0.0,3.2703472515925154,-3.179778424294027,-0.0,-0.4386803233259551,0.6778378759422469,-0.0,-0.4386803233259551,0.6778378759422469,0.0,-1.6164240923296085,1.7571500420587076,0.0,-1.6164240923296085,1.7571500420587076
226,79.10000000000007,0.5650000000000001,-0.0,1.0290462853237283,-2.0232419179564043,-0.0,1.0290462853237283,-2.0232419179564043,0.0,0.8879766011933435,-1.8880198016180556,0.0,0.8879766011933435,-1.8880198016180556,-0.0,3.5524585349737507,-3.1288799481391534,-0.0,3.5524585349737507,-3.1288799481391534,0.0,3.2150695706724117,-3.1462428413220698,0.0,3.2150695706724117,-3.1462428413220698,-0.0,-0.4376330340240725,0.6763978765588928,-0.0,-0.4376330340240725,0.6763978765588928,0.0,-1.6252959903504507,1.7604772381691194,0.0,-1.6252959903504507,1.7604772381691194
227,79.45000000000007,0.5675,-0.0,1.037656620668547,-2.0310132709388244,-0.0,1.037656620668547,-2.0310132709388244,0.0,0.895667534650669,-1.8956525192628704,0.0,0.895667534650669,-1.8956525192628704,-0.0,3.514496861426629,-3.134373196257051,-0.0,3.514496861426629,-3.134373196257051,0.0,3.159515747381696,-3.113767077701904,0.0,3.159515747381696,-3.113767077701904,-0.0,-0.4364476283249895,0.6751463088717873,-0.0,-0.4364476283249895,0.6751463088717873,0.0,-1.6332295750523134,1.763615429910223,0.0,-1.6332295750523134,1.763615429910223
228,79.80000000000008,0.5700000000000001,-0.0,1.046173264518221,-2.038804491694621,-0.0,1.046173264518221,-2.038804491694621,0.0,0.9032196589007844,-1.903209808519181,0.0,0.9032196589007844,-1.903209808519181,-0.0,3.476588327924306,-3.141182289429404,-0.0,3.476588327924306,-3.141182289429404,0.0,3.103684352132187,-3.082333990311801,0.0,3.103684352132187,-3.082333990311801,-0.0,-0.4351189051758731,0.6740890035528927,-0.0,-0.4351189051758731,0.6740890035528927,0.0,-1.6402183095122391,1.76657013248632,0.0,-1.6402183095122391,1.76657013248632
229,80.15000000000006,0.5725,-0.0,1.0545963491670047,-2.046618823657924,-0.0,1.0545963491670047,-2.046618823657924,0.0,0.9106322819230408,-1.91069418188756,0.0,0.9106322819230408,-1.91069418188756,-0.0,3.4387331372327017,-3.1493039734355373,-0.0,3.4387331372327017,-3.1493039734355373,0.0,3.047574088506174,-3.0519265557991484,0.0,3.047574088506174,-3.0519265557991484,-0.0,-0.4336410461609986,0.6732318757860383,-0.0,-0.4336410461609986,0.6732318757860383,0.0,-1.6462567205500085,1.7693468833451045,0.0,-1.6462567205500085,1.7693468833451045
230,80.50000000000001,0.5750000000000001,-0.0,1.062926005942522,-2.054459500818548,-0.0,1.062926005942522,-2.054459500818548,0.0,0.9179047123314064,-1.9181080938239528,0.0,0.9179047123314064,-1.9181080938239528,-0.0,3.400931264537543,-3.1587350698310543,-0.0,3.400931264537543,-3.1587350698310543,0.0,2.991184320408796,-3.0225269090400197,0.0,2.991184320408796,-3.0225269090400197,-0.0,-0.432015395111475,0.6725683163199115,-0.0,-0.432015395111475,0.6725683163199115,0.0,-1.6513378283576594,1.7719493891891067,0.0,-1.6513378283576594,1.7719493891891067
231,80.84999999999995,0.5775,-0.0,1.0711623650074524,-2.062329745784422,-0.0,1.0711623650074524,-2.062329745784422,0.0,0.9250362595046592,-1.9254539288314283,0.0,0.9250362595046592,-1.9254539288314283,-0.0,3.363182410754723,-3.169472491493865,-0.0,3.363182410754723,-3.169472491493865,0.0,2.934515207537888,-2.9941161704439487,0.0,2.934515207537888,-2.9941161704439487,-0.0,-0.4302519274899667,0.6720766219931363,-0.0,-0.4302519274899667,0.6720766219931363,0.0,-1.6554528374043358,1.774379150385597,0.0,-1.6554528374043358,1.774379150385597
232,81.19999999999993,0.58,-0.0,1.0793055564819674,-2.070232781072745,-0.0,1.0793055564819674,-2.070232781072745,0.0,0.9320262332002328,-1.9327340632151424,0.0,0.9320262332002328,-1.9327340632151424,-0.0,3.3254862740770457,-3.181513335576062,-0.0,3.3254862740770457,-3.181513335576062,0.0,2.877566997641956,-2.966675418602789,0.0,2.877566997641956,-2.966675418602789,-0.0,-0.4283590479248308,0.6717375203669365,-0.0,-0.4283590479248308,0.6717375203669365,0.0,-1.6585930236429591,1.7766376007017155,0.0,-1.6585930236429591,1.7766376007017155
233,81.54999999999994,0.5825,-0.0,1.0873557109371657,-2.0781718390585837,-0.0,1.0873557109371657,-2.0781718390585837,0.0,0.9388739487709628,-1.9399508055338583,0.0,0.9388739487709628,-1.9399508055338583,-0.0,3.2878427812279143,-3.194857703137868,-0.0,3.2878427812279143,-3.194857703137868,0.0,2.8203406216530604,-2.940186044168557,0.0,2.8203406216530604,-2.940186044168557,-0.0,-0.4263101443053741,0.6715876614562771,-0.0,-0.4263101443053741,0.6715876614562771,0.0,-1.660752679453432,1.778727261565794,0.0,-1.660752679453432,1.778727261565794
234,81.89999999999996,0.585,-0.0,1.0953129593183106,-2.0861501602967403,-0.0,1.0953129593183106,-2.0861501602967403,0.0,0.9455787262125654,-1.947106408132584,0.0,0.9455787262125654,-1.947106408132584,-0.0,3.2502520485579827,-3.209508187784662,-0.0,3.2502520485579827,-3.209508187784662,0.0,2.762837577386738,-2.9146296967306444,0.0,2.762837577386738,-2.9146296967306444,-0.0,-0.424049548770919,0.6717100979075071,-0.0,-0.424049548770919,0.6717100979075071,0.0,-1.6619286001485551,1.7806515569120098,0.0,-1.6619286001485551,1.7806515569120098
235,82.24999999999997,0.5875,-0.0,1.1031774309391762,-2.0941709809173283,-0.0,1.1031774309391762,-2.0941709809173283,0.0,0.952139888091082,-1.9542031116667788,0.0,0.952139888091082,-1.9542031116667788,-0.0,3.2127139584008533,-3.2254666356599992,-0.0,3.2127139584008533,-3.2254666356599992,0.0,2.705059631441633,-2.889987735227758,0.0,2.705059631441633,-2.889987735227758,-0.0,-0.4215349577280523,0.6721650093704618,-0.0,-0.4215349577280523,0.6721650093704618,0.0,-1.662117047810944,1.7824126677427898,0.0,-1.662117047810944,1.7824126677427898
236,82.59999999999997,0.59,-0.0,1.110949238974497,-2.1022374911499475,-0.0,1.110949238974497,-2.1022374911499475,0.0,0.9585567808427932,-1.9612430586696687,0.0,0.9585567808427932,-1.9612430586696687,-0.0,3.175226037718524,-3.24272680865115,-0.0,3.175226037718524,-3.24272680865115,0.0,2.647011022371405,-2.866238586247931,0.0,2.647011022371405,-2.866238586247931,-0.0,-0.418863998256597,0.6727740727409378,-0.0,-0.418863998256597,0.6727740727409378,0.0,-1.6613083017896562,1.7840002961270105,0.0,-1.6613083017896562,1.7840002961270105
237,82.94999999999997,0.5925,-0.0,1.1186284874386607,-2.1103528551715445,-0.0,1.1186284874386607,-2.1103528551715445,0.0,0.9648287644524806,-1.9682283359813255,0.0,0.9648287644524806,-1.9682283359813255,-0.0,3.137784476588611,-3.261277880105788,-0.0,3.137784476588611,-3.261277880105788,0.0,2.5886973917856007,-2.8433590120075127,0.0,2.5886973917856007,-2.8433590120075127,-0.0,-0.416213720627943,0.6732235932375619,-0.0,-0.416213720627943,0.6732235932375619,0.0,-1.6594892456965424,1.7853970612209349,0.0,-1.6594892456965424,1.7853970612209349
238,83.29999999999998,0.595,-0.0,1.1262152881478444,-2.1185202752472314,-0.0,1.1262152881478444,-2.1185202752472314,0.0,0.9709552001379486,-1.9751610237920303,0.0,0.9709552001379486,-1.9751610237920303,-0.0,3.1003869694957853,-3.281115541603339,-0.0,3.1003869694957853,-3.281115541603339,0.0,2.5301239559770483,-2.821327346511652,0.0,2.5301239559770483,-2.821327346511652,-0.0,-0.4136683055380346,0.6733549854604126,-0.0,-0.4136683055380346,0.6733549854604126,0.0,-1.656651118375334,1.7865917177897848,0.0,-1.656651118375334,1.7865917177897848
239,83.64999999999999,0.5975,-0.0,1.133709801714238,-2.126743190540844,-0.0,1.133709801714238,-2.126743190540844,0.0,0.9769354557666864,-1.982043165199158,0.0,0.9769354557666864,-1.982043165199158,-0.0,3.063040589761455,-3.302276035681208,-0.0,3.063040589761455,-3.302276035681208,0.0,2.471293207100806,-2.80013174163178,0.0,2.471293207100806,-2.80013174163178,-0.0,-0.4107331822591743,0.6739764786980583,-0.0,-0.4107331822591743,0.6739764786980583,0.0,-1.6528122766252678,1.7876113869612154,0.0,-1.6528122766252678,1.7876113869612154
240,84.0,0.6,-0.0,1.14111220734596,-2.1350251304972,-0.0,1.14111220734596,-2.1350251304972,0.0,0.982768901740345,-1.98887678916415,0.0,0.982768901740345,-1.98887678916415,-0.0,3.02575598493739,-3.32481105865523,-0.0,3.02575598493739,-3.32481105865523,0.0,2.41220659915592,-2.77976409078177,0.0,2.41220659915592,-2.77976409078177,-0.0,-0.4066932206314,0.676264750747509,-0.0,-0.4066932206314,0.676264750747509,0.0,-1.64800141177026,1.78849781110228,0.0,-1.64800141177026,1.78849781110228
241,84.35000000000002,0.6025,-0.0,1.1484226370447688,-2.1433694306283924,-0.0,1.1484226370447688,-2.1433694306283924,0.0,0.988454947006125,-1.9956638460079956,0.0,0.988454947006125,-1.9956638460079956,-0.0,2.988535352342069,-3.3487362633775564,-0.0,2.988535352342069,-3.3487362633775564,0.0,2.352870792841672,-2.760206526539096,0.0,2.352870792841672,-2.760206526539096,-0.0,-0.4013835864204581,0.6804694601910488,-0.0,-0.4013835864204581,0.6804694601910488,0.0,-1.642221263935351,1.789251226613936,0.0,-1.642221263935351,1.789251226613936
