,Unnamed: 0,t[s],q_fl1,qd_fl1,qdd_fl1,Tau_fl1,q_fl2,qd_fl2,qdd_fl2,Tau_fl2,q_fl3,qd_fl3,qdd_fl3,Tau_fl3,q_fr1,qd_fr1,qdd_fr1,Tau_fr1,q_fr2,qd_fr2,qdd_fr2,Tau_fr2,q_fr3,qd_fr3,qdd_fr3,Tau_fr3,q_bl1,qd_bl1,qdd_bl1,Tau_bl1,q_bl2,qd_bl2,qdd_bl2,Tau_bl2,q_bl3,qd_bl3,qdd_bl3,Tau_bl3,q_br1,qd_br1,qdd_br1,Tau_br1,q_br2,qd_br2,qdd_br2,Tau_br2,q_br3,qd_br3,qdd_br3,Tau_br3
12,12,2.0480000000000014,0.1074009042861414,0.1903489796962579,0,-2.1147944669624503,-0.4316680726902531,-0.0039531140692897,0,-0.2920232751928163,0.7962571908796129,-0.0818638546815523,0,-0.8860766756547733,0.0543022808485701,0.2143290633113655,0,1.0528735503812996,-0.4434396121462912,-0.091800510829847,0,-1.1003485444766177,1.249606075173496,0.0323994088478284,0,-2.0603234084869286,0.1376672699759091,-0.2009037082982308,0,1.6920448782035602,0.7131239981819141,0.1104560656863175,0,0.0627575488175461,-1.3880840976329014,-0.1006657483663703,0,2.0404505085632096,0.1245927827824222,-0.2457268070246208,0,-2.8739536643381527,0.4694336782392309,0.16017617985415,0,1.258966545489557,-1.2835572823956576,-0.176315470517653,0,2.853175163335961
13,13,2.0520000000000014,0.1081298795887908,0.1795937550804158,0,-2.119332565444171,-0.4316963287900719,-0.0080754763842884,0,-0.2868862530727021,0.7959975804889391,-0.0593101487391636,0,-0.8838688152871931,0.055117904752026,0.2004889267590959,0,1.049970119109249,-0.4438177731516118,-0.0954548322296781,0,-1.0997613463437852,1.2497207283643106,0.0274224480173646,0,-2.061916798408656,0.1368545305137409,-0.2039673824053244,0,1.6908841781537614,0.7135381283736447,0.1012732482835101,0,0.0570170088641199,-1.3884664557590094,-0.093913530894169,0,2.0373482081371512,0.123607599436459,-0.2465168884864353,0,-2.8723868738754144,0.4701088654344341,0.1716758959115148,0,1.2590443972761014,-1.284295779406446,-0.1874040130566782,0,2.854132663847614
14,14,2.0560000000000014,0.1088162987159906,0.1689903675671434,0,-2.123504608937625,-0.4317403177272554,-0.0119479081581117,0,-0.2814423773060729,0.7958273577829985,-0.0370292489476265,0,-0.8817229391138053,0.0558787422442685,0.1868367565834538,0,1.0474056201023485,-0.4442102335135066,-0.0990042961601473,0,-1.1007178660678416,1.2498156006116874,0.0224859008256007,0,-2.0640229666045924,0.136028951204593,-0.2072265263634122,0,1.689703236400439,0.7139152894487386,0.0920105243001248,0,0.0515767930710169,-1.3888217690231284,-0.0871514641280474,0,2.0344230874855405,0.1226186105892962,-0.2475221207561727,0,-2.870765768577697,0.4708297759960604,0.1830833169067229,0,1.2573463809162926,-1.2850786223880253,-0.1984864752931811,0,2.854441449930795
15,15,2.0600000000000014,0.1094608519170609,0.1585658367977525,0,-2.128384994727101,-0.4317990174575998,-0.0155635278093325,0,-0.2765113765806485,0.7957454073035228,-0.0150285187461256,0,-0.8799942532319421,0.0565856092166794,0.1733934615698597,0,1.0439668274266898,-0.4446166432720933,-0.1024710544592596,0,-1.1009227398358348,1.2498907991169004,0.0175720892359166,0,-2.065649712451087,0.1351896900879305,-0.2107005972205166,0,1.687088943710291,0.7142551984964525,0.0826793030930442,0,0.0481905302506259,-1.3891500827462175,-0.0804070388683105,0,2.0323895713161195,0.1216248915385973,-0.2487633351889833,0,-2.8697220402636545,0.4715958226640576,0.1943275194128533,0,1.2539493423021957,-1.2859055777755457,-0.2094936761994511,0,2.8541830526475533
16,16,2.0640000000000014,0.1100650489775012,0.1486328888151971,0,-2.1325400231496503,-0.4318706762383762,-0.0186374071363606,0,-0.2724317946743132,0.7957498328103666,0.0063885964888115,0,-0.8786858384649602,0.0572398611521292,0.1603657701382464,0,1.0422061319652771,-0.4450363254741364,-0.1057241897924997,0,-1.101601663910421,1.249946028151327,0.012533984481893,0,-2.0674436755132555,0.1343353968492062,-0.2145747081970279,0,1.685821463314926,0.714557826871729,0.0733688672861909,0,0.0425942751285859,-1.3894515979675914,-0.0737301153971091,0,2.029473105386897,0.1206250063575092,-0.2504299369216014,0,-2.867922327020719,0.4724060141391235,0.2052825385063882,0,1.2521410344452204,-1.2867759728832515,-0.2202884382522572,0,2.8545655399287337
17,17,2.0680000000000014,0.1106316036449639,0.1393832913926874,0,-2.135809717182777,-0.4319525721129954,-0.0210399711613755,0,-0.2673926274507292,0.7958374460584446,0.0269863786953986,0,-0.8766454266748951,0.0578437811200575,0.1479235614683899,0,1.040536028030827,-0.4454681821514397,-0.1086989575859037,0,-1.101416893321443,1.2499803895410986,0.0072541377252997,0,-2.069093718765525,0.1334642238466284,-0.2189071930634536,0,1.685608380579959,0.7148232882367545,0.0640811311400274,0,0.0389127592936084,-1.3897267938116882,-0.0671828972379911,0,2.027940678792315,0.1196168888336075,-0.2526151276004407,0,-2.8661527355057235,0.4732590270822391,0.2159070576245861,0,1.2511610815419525,-1.2876885592882064,-0.2307513934188076,0,2.8549230882030074
18,18,2.0720000000000014,0.1111628311710003,0.1306809155576936,0,-2.139612331570206,-0.4320424965055118,-0.02292613718888,0,-0.2628358369808433,0.796005278120973,0.0468676903217559,0,-0.8752317870616093,0.0583994436043296,0.1359789928765486,0,1.0376572571444949,-0.4459111151676934,-0.1114013309422096,0,-1.1017733241843148,1.2499928126737343,0.0016993335195989,0,-2.070170522770776,0.1325745336986426,-0.2236338097546372,0,1.6844158514333794,0.7150517464557831,0.0548393475473636,0,0.036183373990731,-1.389976156785279,-0.0607545323147208,0,2.0260535125275227,0.1185986274915714,-0.2552651913246959,0,-2.864910376677217,0.4741537335469424,0.2262646691735007,0,1.2491616907673495,-1.2886420089612904,-0.2408831998651406,0,2.855680913864941
19,19,2.0760000000000014,0.1116606430138607,0.1224353611264933,0,-2.143043954729478,-0.4321387117947627,-0.0244027262869775,0,-0.2593130765130255,0.7962505939584184,0.0660769278596998,0,-0.8740972560221482,0.0589086561264851,0.1244718840582336,0,1.0353409506241986,-0.4463642082359697,-0.1138880260164395,0,-1.1021247268421808,1.249982236988466,-0.0041165595481269,0,-2.0714026190767583,0.1316648418735561,-0.2287237424334638,0,1.683557638162522,0.7152434890296353,0.0456769203270792,0,0.0332313486387242,-1.3902002780439064,-0.0544828332024299,0,2.02435893328237,0.1175685133261408,-0.258330416243045,0,-2.862879277874073,0.4750889863337714,0.236330494229947,0,1.2475392194919952,-1.289634866867508,-0.2506417791579524,0,2.8564641862291893
20,20,2.0800000000000014,0.1121265737004114,0.114551058529781,0,-2.1471346162114457,-0.4322399042557932,-0.0255752656394313,0,-0.2558429553751501,0.7965709197295101,0.0846853764990885,0,-0.8730488730252808,0.0593729831160888,0.1133411146050111,0,1.03356816308987,-0.4468266470557348,-0.1161755407127712,0,-1.102752272077134,1.2499475908931663,-0.0102016639926288,0,-2.0725291525356,0.1307338717574806,-0.2341188227524193,0,1.6841686812404597,0.7153987339066035,0.0365616693954465,0,0.0308176579456309,-1.3903997349280142,-0.0483511576596308,0,2.022790236043798,0.1165251026936855,-0.2617395569685818,0,-2.862049615126971,0.4760637584245204,0.2461505533740837,0,1.245695723061012,-1.2906656660843705,-0.2600365055738211,0,2.857366541525157
21,21,2.0840000000000014,0.1125618366697536,0.1069524742984305,0,-2.1497222526160424,-0.4323450647998502,-0.0265113918025496,0,-0.253754820390897,0.7969640827622815,0.1027694742147332,0,-0.8724355313626829,0.0597938177282033,0.1025495124026703,0,1.0316518891440545,-0.4472977330271713,-0.118296373368452,0,-1.10300985087229,1.249887877676243,-0.0165284797913041,0,-2.073784394546603,0.1297806437924377,-0.2397401024202374,0,1.683471820514176,0.7155177025389514,0.0275040155745383,0,0.0275239178064374,-1.390575115179687,-0.0423682576697224,0,2.0211055672663,0.1154671225733999,-0.2654581433412347,0,-2.8585202285003524,0.4770770972952738,0.2557351344460364,0,1.2446810329510556,-1.2917329727594615,-0.2690751237567652,0,2.858464457835896
22,22,2.0880000000000014,0.1129674702817044,0.0996048959330979,0,-2.1530077055015817,-0.4324534176549219,-0.0272665133956711,0,-0.2514467064145114,0.7974281480057613,0.1203832758509294,0,-0.8720391545216148,0.0601723256149549,0.0920344122273428,0,1.028730300348227,-0.4477768019089692,-0.1202521289095151,0,-1.1038673961233414,1.2498021072457877,-0.0231040722935944,0,-2.0746869182649106,0.1288042235463085,-0.2455964286250727,0,1.683449509184496,0.7156004465609731,0.0184459875046778,0,0.0257632763053906,-1.390726909526132,-0.0364993999250161,0,2.0195371335452785,0.1143935668943454,-0.2694108628422157,0,-2.856855202643523,0.4781281854596907,0.2651252389965844,0,1.242258799557034,-1.292835389550261,-0.27776727650063,0,2.859635064822617
23,23,2.0920000000000014,0.1133443520507288,0.0924669113489834,0,-2.1556854629282345,-0.4325643218926301,-0.027868183836381,0,-0.2489758394258779,0.7979614155527115,0.1375869335313021,0,-0.8713559792315083,0.0605095099902913,0.0817619968890921,0,1.0262939364105454,-0.4482633348015837,-0.1220892077377342,0,-1.1043300840393446,1.2496894294331182,-0.0298797148872138,0,-2.0757495317375056,0.1278038517568131,-0.2516284513444927,0,1.6838740908192291,0.7156471193103802,0.0094373967155394,0,0.0245443317766693,-1.3908556373570855,-0.0307651957615665,0,2.0186223261076024,0.1133035116181376,-0.2735925362470086,0,-2.854357978600784,0.4792161583592899,0.2742933420851996,0,1.240290914146437,-1.2939715338896831,-0.2861145668056937,0,2.8607601690392617
